"scientificName","canonicalName_curated","rank_verbatim","verbatimName","vernacularName_fromSource","sourceDatasetName","sourceDatasetID","datasetSource","datasetCitation","dataCurrency","sourceLicense","sourceRightsHolder","Commercial sector","Agricultural industry","Vernacular group","Commercial and trade fisheries","Managed fisheries","CAAB_Code","wildStatus","exoticStatus","omnivore","carnivore","herbivore","herbivoreGutType","cryoconservationStatus","local","detailedLocal","regional","international","cropType","livestockType","recordCurator","recordCuratorID","recordRightsHolder","recordAccessRights","recordType","recordLanguage","recordLicense","recordBibliographicCitation","recordCreated","recordModified","recordDatasetName"
"Brassica oleracea","Brassica oleracea","species","Brassica oleracea L.","Portuguese cabbage","Common catalogue of varieties of vegetable species, European Commission","ARGA:TL:0000047","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf","European Commission. 2023. Common catalogue of varieties of vegetable species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:24:03 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea convar. acephala","Brassica oleracea convar. acephala","variety","Brassica oleracea L. convar. acephala (DC.) Alef.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea convar. acephala var. medullosa","Brassica oleracea convar. acephala var. medullosa","variety","Brassica oleracea L. convar. acephala (DC.) Alef. var. medullosa Thell.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea convar. acephala var. medullosa","Brassica oleracea convar. acephala var. medullosa","variety","Brassica oleracea L.convar. acephala (DC.) Alef. var. medullosa Thell.","Fodder kale","Common catalogue of varieties of agricultural plant species","ARGA:TL:0000048","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_agricultural-plant-species.pdf","European Commission. 2023. Common catalogue of varieties of agricultural plant species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/plants/plant-reproductive-material/plant-variety-catalogues-databases-information-systems_en, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:43:31 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea convar. acephala var. sabellica","Brassica oleracea convar. acephala var. sabellica","variety","Brassica oleracea L. convar. acephala (DC.) Alef. var. sabellica L.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea convar. acephala var. viridis","Brassica oleracea convar. acephala var. viridis","variety","Brassica oleracea L. convar. acephala (DC.) Alef. var. viridis L.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea convar. acephala var. viridis","Brassica oleracea convar. acephala var. viridis","variety","Brassica oleracea L.convar. acephala (DC.) Alef. var. viridis L.","Fodder kale","Common catalogue of varieties of agricultural plant species","ARGA:TL:0000048","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_agricultural-plant-species.pdf","European Commission. 2023. Common catalogue of varieties of agricultural plant species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/plants/plant-reproductive-material/plant-variety-catalogues-databases-information-systems_en, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:43:31 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea convar. botrytis var. botrytis","Brassica oleracea convar. botrytis var. botrytis","species","Brassica oleracea L. convar. botrytis (L.) Alef. var. botrytis","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea convar. botrytis var. cymosa","Brassica oleracea convar. botrytis var. cymosa","variety","Brassica oleracea L. convar. botrytis (L.) Alef. var. cymosa Duch.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea convar. capitata var. alba","Brassica oleracea convar. capitata var. alba","variety","Brassica oleracea L. convar. capitata (L.) Alef. var. alba DC.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea convar. capitata var. rubra","Brassica oleracea convar. capitata var. rubra","variety","Brassica oleracea L. convar. capitata (L.) Alef. var. rubra (L.) Thell.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea convar. capitata var. sabauda","Brassica oleracea convar. capitata var. sabauda","variety","Brassica oleracea L. convar. capitata (L.) Alef. var. sabauda L.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea var. costata","Brassica oleracea var. costata","variety","Brassica oleracea L. var. costata DC.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea var. gemmifera","Brassica oleracea var. gemmifera","variety","Brassica oleracea L. var. gemmifera Zenker","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea var. gongylodes","Brassica oleracea var. gongylodes","variety","Brassica oleracea L. var. gongylodes L.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica oleracea var. palmifolia","Brassica oleracea var. palmifolia","variety","Brassica oleracea L. var. palmifolia DC.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica rapa","Brassica rapa","species","Brassica rapa L.","","Common catalogue of varieties of vegetable species, European Commission","ARGA:TL:0000047","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf","European Commission. 2023. Common catalogue of varieties of vegetable species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:24:03 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica rapa","Brassica rapa","species","Brassica rapa L.","Chinese Cabbage","Common catalogue of varieties of vegetable species, European Commission","ARGA:TL:0000047","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf","European Commission. 2023. Common catalogue of varieties of vegetable species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:24:03 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica rapa","Brassica rapa","species","Brassica rapa L.","Vegetable Turnip","Common catalogue of varieties of vegetable species, European Commission","ARGA:TL:0000047","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf","European Commission. 2023. Common catalogue of varieties of vegetable species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:24:03 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica rapa ssp. pekinensis","Brassica rapa ssp. pekinensis","subspecies","Brassica rapa L. Emend. Metzg. ssp. pekinensis (Lour.) Hanelt","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica rapa subsp. campestris","Brassica rapa subsp. campestris","subspecies","Brassica rapa L. subsp. campestris (L.) A. R. Clapham","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica rapa var. rapa ","Brassica rapa var. rapa ","variety","Brassica rapa L. var. rapa (L.) Thell.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Brassica rapa var. silvestris","Brassica rapa var. silvestris","variety","Brassica rapa L.var. silvestris (Lam.) Briggs","Turnip rape","Common catalogue of varieties of agricultural plant species","ARGA:TL:0000048","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_agricultural-plant-species.pdf","European Commission. 2023. Common catalogue of varieties of agricultural plant species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/plants/plant-reproductive-material/plant-variety-catalogues-databases-information-systems_en, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","horticultural crop","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:43:31 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Bromus catharticus","Bromus catharticus","species","Bromus catharticus Vahl","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","pasture and forage crops","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
